Anno;Grado;Materia;Ordinatore;Ripartizione_geografica;Punteggio_WLE;ES;Deviazione_standard_WLE;ES_SD;Percentile5;Percentile25;Percentile75;Percentile95
2021-22;5;Inglese R;21;Puglia;204,32;2,31;36,92;0,98;148,66;184,58;225,60;277,04
2021-22;5;Inglese R;26;Sardegna;198,17;4,44;38,66;1,96;136,68;172,10;225,60;260,43
2021-22;5;Inglese R;25;Sicilia;196,46;3,05;38,46;1,35;136,68;172,10;225,60;256,51
2021-22;5;Inglese R;17;Sud;204,00;1,87;39,28;0,82;142,75;178,22;225,60;292,00
2021-22;5;Inglese R;22;Sud e Isole;196,92;2,00;38,84;0,89;136,68;172,10;225,60;256,51
2021-22;5;Inglese R;13;Toscana;203,67;2,33;38,07;1,01;142,75;178,22;225,60;256,51
2021-22;5;Inglese R;14;Umbria;215,58;2,22;37,41;0,93;160,30;191,30;238,47;292,00
2021-22;5;Inglese R;2;Valle d'Aosta;212,32;1,92;33,88;0,77;160,30;191,30;238,47;277,04
2021-22;5;Inglese R;9;Veneto;210,98;2,02;36,49;0,84;160,30;190,61;232,65;292,00
2021-22;2;Italiano;1;Nord Ovest;196,93;2,12;50,20;1,07;112,07;162,75;228,00;272,15
2021-22;2;Italiano;2;Valle d'Aosta;207,52;3,89;48,40;1,88;126,60;174,20;246,91;272,15
2021-22;2;Italiano;3;Piemonte;188,04;3,91;52,72;2,07;94,35;151,29;228,00;272,15
2021-22;2;Italiano;4;Liguria;196,44;3,16;47,28;1,55;112,07;162,75;228,00;272,15
2021-22;2;Italiano;5;Lombardia;200,36;2,71;49,12;1,34;112,07;171,84;228,00;272,15
2021-22;2;Italiano;6;Nord Est;197,00;1,98;49,16;0,99;112,07;162,75;228,00;272,15
2021-22;2;Italiano;7;Prov. Aut. Bolzano (l. it.);194,21;1,56;45,87;0,76;126,60;162,75;228,00;272,15
2021-22;2;Italiano;8;Prov. Aut. Trento;203,83;3,38;48,40;1,65;112,07;174,20;242,60;272,15
2021-22;2;Italiano;9;Veneto;195,77;3,45;48,90;1,73;112,07;162,75;228,00;272,15
2021-22;2;Italiano;10;Friuli-Venezia Giulia;193,35;3,18;47,92;1,58;112,07;162,75;228,00;272,15
2021-22;2;Italiano;11;Emilia-Romagna;198,38;3,09;49,81;1,55;112,07;162,75;228,00;272,15
2021-22;2;Italiano;12;Centro;201,65;1,78;46,80;0,86;126,60;174,20;228,00;272,15
2021-22;2;Italiano;13;Toscana;195,12;4,11;49,41;2,07;112,07;162,75;228,00;272,15
2021-22;2;Italiano;14;Umbria;206,93;2,12;46,79;1,01;126,60;174,20;242,60;272,15
2021-22;2;Italiano;15;Marche;201,98;3,33;48,96;1,64;112,07;174,20;228,00;272,15
2021-22;2;Italiano;16;Lazio;204,71;2,25;44,18;1,04;126,60;174,20;228,00;272,15
2021-22;2;Italiano;17;Sud;197,21;1,77;47,90;0,87;112,07;162,75;228,00;272,15
2021-22;2;Italiano;18;Abruzzo;201,39;2,95;46,88;1,42;113,61;174,20;228,00;272,15
2021-22;2;Italiano;19;Molise;211,14;3,55;49,25;1,72;126,60;174,20;246,91;272,15
2021-22;2;Italiano;20;Campania;195,26;2,69;49,02;1,35;112,07;162,75;228,00;272,15
2021-22;2;Italiano;21;Puglia;198,07;2,86;46,04;1,38;126,60;162,75;228,00;272,15
2021-22;2;Italiano;22;Sud e Isole;190,12;2,42;48,14;1,22;112,07;160,94;228,00;272,15
2021-22;2;Italiano;23;Basilicata;201,41;4,34;46,12;2,08;126,60;174,20;228,00;272,15
2021-22;2;Italiano;24;Calabria;193,39;3,15;49,43;1,59;112,07;162,75;228,00;272,15
2021-22;2;Italiano;25;Sicilia;185,81;3,74;47,86;1,90;112,07;151,29;215,51;260,51
2021-22;2;Italiano;26;Sardegna;198,05;3,25;46,05;1,57;126,60;162,75;228,00;272,15
2021-22;2;Italiano;99;Italia;196,90;0,93;48,71;0,46;112,07;162,75;228,00;272,15
2021-22;5;Italiano;1;Nord Ovest;200,33;1,38;36,23;0,59;140,60;175,24;224,63;261,23
2021-22;5;Italiano;2;Valle d'Aosta;204,49;2,13;32,63;0,85;153,01;185,82;224,63;261,23
2021-22;5;Italiano;3;Piemonte;199,52;2,38;36,32;1,02;133,80;175,24;224,63;254,21
2021-22;5;Italiano;4;Liguria;200,76;2,32;35,61;0,98;140,60;175,24;224,63;261,23
2021-22;5;Italiano;5;Lombardia;200,55;1,88;36,31;0,80;140,60;175,24;224,63;261,23
2021-22;5;Italiano;6;Nord Est;201,72;1,32;36,07;0,56;140,60;177,35;224,63;261,23
2021-22;5;Italiano;7;Prov. Aut. Bolzano (l. it.);197,28;2,57;36,78;1,11;140,60;169,87;218,62;261,23
2021-22;5;Italiano;8;Prov. Aut. Trento;200,31;2,21;35,54;0,93;140,60;180,55;224,63;261,23
2021-22;5;Italiano;9;Veneto;202,16;2,25;35,22;0,94;140,60;180,55;224,63;258,93
2021-22;5;Italiano;10;Friuli-Venezia Giulia;197,50;2,36;36,29;1,01;133,80;175,24;224,63;252,57
2021-22;5;Italiano;11;Emilia-Romagna;202,57;2,13;36,89;0,91;146,96;175,24;224,63;261,23
2021-22;5;Italiano;12;Centro;200,98;0,97;36,25;0,41;140,60;175,24;224,63;261,23
2021-22;5;Italiano;13;Toscana;198,88;2,09;36,73;0,90;140,60;175,24;224,63;252,57
2021-22;5;Italiano;14;Umbria;205,49;1,60;34,70;0,66;146,96;185,82;230,94;258,93
2021-22;5;Italiano;15;Marche;202,44;1,92;35,02;0,80;140,60;180,55;224,63;261,23
2021-22;5;Italiano;16;Lazio;201,19;1,37;36,41;0,58;140,60;175,24;224,63;261,23
2021-22;5;Italiano;17;Sud;196,78;1,80;37,19;0,78;136,12;169,87;218,87;254,21
2021-22;5;Italiano;18;Abruzzo;200,59;2,57;36,04;1,09;140,60;175,24;224,63;258,93
2021-22;5;Italiano;19;Molise;203,62;2,17;35,83;0,91;146,96;180,55;224,63;261,23
2021-22;5;Italiano;20;Campania;195,94;2,86;38,22;1,26;139,33;169,87;218,87;261,23
2021-22;5;Italiano;21;Puglia;196,46;2,70;35,84;1,16;133,80;175,24;218,62;252,57
2021-22;5;Italiano;22;Sud e Isole;191,30;1,71;37,84;0,76;132,79;164,41;218,62;252,57
2021-22;5;Italiano;23;Basilicata;203,19;2,50;36,27;1,05;140,60;180,55;224,63;261,23
2021-22;5;Italiano;24;Calabria;188,96;2,95;39,42;1,35;126,43;158,80;218,62;252,57
2021-22;5;Italiano;25;Sicilia;189,89;2,64;37,85;1,18;126,43;164,41;218,62;244,77
2021-22;5;Italiano;26;Sardegna;195,16;3,04;35,06;1,29;140,60;169,87;218,62;252,57
2021-22;5;Italiano;99;Italia;198,72;0,68;36,80;0,29;139,33;175,24;224,63;258,93
2021-22;10;Italiano;1;Nord Ovest;205,82;2,55;36,14;1,07;146,21;181,88;229,89;263,19
2021-22;10;Italiano;2;Valle d'Aosta;205,06;6,28;36,13;2,63;142,47;180,15;229,91;261,45
2021-22;10;Italiano;3;Piemonte;203,49;3,79;35,49;1,58;144,48;181,22;225,69;261,76
2021-22;10;Italiano;4;Liguria;196,28;4,89;38,06;2,15;125,13;172,38;221,40;251,93
2021-22;10;Italiano;5;Lombardia;208,32;3,65;35,79;1,51;147,75;185,65;231,13;265,63
2021-22;10;Italiano;6;Nord Est;205,13;2,44;36,33;1,03;142,47;181,88;229,41;262,41
2021-22;10;Italiano;7;Prov. Aut. Bolzano (l. it.);190,30;5,91;37,22;2,61;131,00;161,66;216,27;249,93
2021-22;10;Italiano;8;Prov. Aut. Trento;205,94;4,02;31,72;1,58;157,02;186,12;227,26;256,02
2021-22;10;Italiano;9;Veneto;208,66;3,57;33,65;1,43;152,84;186,71;230,43;262,41
2021-22;10;Italiano;10;Friuli-Venezia Giulia;205,16;4,65;36,70;1,97;137,51;185,15;229,91;261,45
2021-22;10;Italiano;11;Emilia-Romagna;201,92;4,33;38,81;1,90;136,29;177,10;228,01;263,19
2021-22;10;Italiano;12;Centro;199,53;2,39;38,20;1,04;135,66;173,41;225,69;261,38
2021-22;10;Italiano;13;Toscana;197,06;3,99;38,96;1,78;131,22;171,14;225,08;259,34
2021-22;10;Italiano;14;Umbria;200,00;5,00;35,89;2,12;140,85;175,83;227,80;259,34
2021-22;10;Italiano;15;Marche;201,20;5,07;37,73;2,20;136,98;175,83;227,26;261,38
2021-22;10;Italiano;16;Lazio;200,57;3,93;38,12;1,71;136,36;175,80;225,08;261,76
2021-22;10;Italiano;17;Sud;189,48;2,60;37,79;1,16;126,29;163,99;215,85;251,72
2021-22;10;Italiano;18;Abruzzo;195,39;5,23;38,52;2,32;131,22;168,95;221,94;254,97
2021-22;10;Italiano;19;Molise;192,57;6,48;39,66;2,94;128,76;166,00;219,94;253,41
2021-22;10;Italiano;20;Campania;187,25;4,00;38,94;1,83;123,46;161,55;212,74;249,93
2021-22;10;Italiano;21;Puglia;191,20;3,85;35,19;1,65;131,22;167,41;212,74;248,37
2021-22;10;Italiano;22;Sud e Isole;190,11;2,52;38,21;1,13;126,73;163,66;216,28;252,20
2021-22;10;Italiano;23;Basilicata;191,32;5,55;39,60;2,52;122,17;166,11;218,03;251,93
2021-22;10;Italiano;24;Calabria;189,85;4,78;36,94;2,11;129,26;164,47;216,28;247,70
2021-22;10;Italiano;25;Sicilia;191,55;3,93;38,26;1,76;128,20;166,11;216,52;253,88
2021-22;10;Italiano;26;Sardegna;185,44;4,68;38,73;2,14;125,13;157,80;210,91;251,93
2021-22;10;Italiano;99;Italia;198,44;1,20;37,94;0,52;134,75;172,38;223,82;259,56
2021-22;2;Matematica;1;Nord Ovest;190,64;1,78;37,51;0,79;134,61;166,34;217,18;256,82
2021-22;2;Matematica;2;Valle d'Aosta;194,39;2,82;37,01;1,23;143,62;173,06;217,18;256,82
2021-22;2;Matematica;3;Piemonte;185,43;3,13;39,19;1,44;124,39;159,29;210,70;252,74
2021-22;2;Matematica;4;Liguria;188,53;2,86;36,48;1,26;134,61;166,34;210,70;247,22
2021-22;2;Matematica;5;Lombardia;192,91;2,35;36,73;1,03;134,61;166,34;217,18;256,82
2021-22;2;Matematica;6;Nord Est;192,10;1,52;37,44;0,67;134,61;166,34;217,18;256,82
2021-22;2;Matematica;7;Prov. Aut. Bolzano (l. it.);185,20;1,68;37,06;0,75;134,61;159,29;210,70;247,22
2021-22;2;Matematica;8;Prov. Aut. Trento;196,56;2,86;36,67;1,24;143,62;173,06;223,93;256,82
2021-22;2;Matematica;9;Veneto;191,84;2,73;37,07;1,20;134,61;166,34;217,18;256,82
2021-22;2;Matematica;10;Friuli-Venezia Giulia;192,10;2,71;37,53;1,20;134,61;166,34;217,18;252,74
2021-22;2;Matematica;11;Emilia-Romagna;192,02;2,24;37,89;0,99;134,61;166,34;217,18;256,82
2021-22;2;Matematica;12;Centro;194,96;1,82;37,92;0,80;134,61;173,06;217,18;256,82
2021-22;2;Matematica;13;Toscana;187,46;3,25;39,19;1,49;124,39;159,29;210,70;247,22
2021-22;2;Matematica;14;Umbria;198,42;2,96;38,65;1,31;143,62;173,06;220,74;268,17
2021-22;2;Matematica;15;Marche;195,64;2,88;40,01;1,30;134,61;166,34;217,18;256,82
2021-22;2;Matematica;16;Lazio;198,77;2,73;35,79;1,16;143,62;173,06;223,93;256,82
2021-22;2;Matematica;17;Sud;193,98;2,40;41,90;1,11;134,61;166,34;217,18;268,17
2021-22;2;Matematica;18;Abruzzo;193,16;3,12;37,44;1,37;134,61;170,08;217,18;256,82
2021-22;2;Matematica;19;Molise;205,41;3,09;38,46;1,34;144,54;179,53;231,07;269,85
2021-22;2;Matematica;20;Campania;194,36;4,21;43,21;1,99;134,61;166,34;217,18;282,55
2021-22;2;Matematica;21;Puglia;192,89;2,33;41,22;1,08;134,61;166,34;217,18;263,56
2021-22;2;Matematica;22;Sud e Isole;186,26;1,93;38,54;0,88;131,12;159,29;210,70;256,82
2021-22;2;Matematica;23;Basilicata;198,53;4,12;39,95;1,85;134,61;173,06;223,93;263,56
2021-22;2;Matematica;24;Calabria;187,88;4,02;44,01;1,94;134,61;159,29;210,70;268,17
2021-22;2;Matematica;25;Sicilia;184,86;2,84;36,87;1,27;124,39;159,29;207,67;247,22
2021-22;2;Matematica;26;Sardegna;185,05;2,95;35,07;1,28;134,61;159,29;204,40;247,22
2021-22;2;Matematica;99;Italia;191,76;0,87;38,73;0,39;134,61;166,34;217,18;256,82
2021-22;5;Matematica;18;Abruzzo;198,80;4,22;46,82;2,05;130,13;160,64;229,14;277,33
2021-22;5;Matematica;23;Basilicata;201,89;2,35;40,93;1,06;130,13;174,60;229,14;264,17
2021-22;5;Matematica;24;Calabria;181,56;5,07;46,06;2,55;111,30;150,00;211,63;264,17
2021-22;5;Matematica;20;Campania;189,27;3,99;46,78;1,99;121,59;155,50;220,11;272,63
2021-22;5;Matematica;12;Centro;195,15;1,55;42,09;0,72;130,13;165,50;224,54;264,17
2021-22;5;Matematica;11;Emilia-Romagna;197,10;2,53;41,69;1,16;130,13;165,50;224,54;264,17
2021-22;5;Matematica;10;Friuli-Venezia Giulia;194,99;3,21;38,01;1,42;137,50;170,14;220,11;252,10
2021-22;5;Matematica;99;Italia;192,54;0,91;43,00;0,43;121,59;160,64;220,11;264,17
2021-22;5;Matematica;16;Lazio;192,92;2,36;40,54;1,08;130,13;164,13;220,11;264,17
2021-22;5;Matematica;4;Liguria;197,76;2,79;39,26;1,24;130,13;170,14;224,54;264,17
2021-22;5;Matematica;5;Lombardia;194,40;2,47;41,92;1,15;130,13;165,50;224,54;264,17
2021-22;5;Matematica;15;Marche;200,49;2,87;41,74;1,31;137,50;170,14;229,14;272,17
2021-22;5;Matematica;19;Molise;200,62;3,73;39,98;1,66;134,09;174,60;229,14;264,17
2021-22;5;Matematica;6;Nord Est;197,10;1,62;41,96;0,75;130,13;170,14;224,54;264,17
2021-22;5;Matematica;1;Nord Ovest;193,97;1,78;41,40;0,82;130,13;165,50;224,54;264,17
2021-22;5;Matematica;3;Piemonte;191,62;2,76;40,64;1,27;127,06;160,64;220,11;256,87
2021-22;5;Matematica;7;Prov. Aut. Bolzano (l. it.);194,82;2,88;40,82;1,32;137,50;165,50;220,11;272,17
2021-22;5;Matematica;8;Prov. Aut. Trento;199,17;2,62;39,48;1,17;137,50;170,14;229,14;264,17
2021-22;5;Matematica;21;Puglia;189,71;3,67;41,64;1,72;130,13;160,64;220,11;259,27
2021-22;5;Matematica;26;Sardegna;179,09;3,28;38,56;1,52;119,10;150,00;207,51;239,04
2021-22;5;Matematica;25;Sicilia;182,44;3,87;44,51;1,91;111,30;150,00;215,82;256,87
2021-22;5;Matematica;17;Sud;190,69;2,51;45,11;1,22;121,59;159,36;220,11;264,17
2021-22;5;Matematica;22;Sud e Isole;182,78;2,50;44,00;1,23;111,30;150,00;211,63;256,87
2021-22;5;Matematica;13;Toscana;193,78;2,87;43,87;1,36;123,21;164,13;224,54;272,63
2021-22;5;Matematica;14;Umbria;206,47;3,81;42,99;1,74;137,35;175,35;233,95;272,63
2021-22;5;Matematica;2;Valle d'Aosta;195,76;2,48;38,85;1,10;130,13;170,14;220,11;264,17
2021-22;5;Matematica;9;Veneto;197,36;2,82;43,30;1,32;130,13;170,14;224,54;264,17
2021-22;10;Matematica;18;Abruzzo;195,98;5,29;36,33;2,28;145,87;168,93;215,40;274,79
2021-22;10;Matematica;23;Basilicata;186,17;4,29;31,13;1,76;143,20;164,81;205,55;241,06
2021-22;10;Matematica;24;Calabria;182,03;4,09;30,47;1,67;140,69;160,32;198,39;239,23
2021-22;10;Matematica;20;Campania;183,76;3,94;33,10;1,67;137,26;160,76;205,45;241,92
2021-22;10;Matematica;12;Centro;197,58;2,71;35,90;1,15;147,24;171,31;219,70;265,12
2021-22;10;Matematica;11;Emilia-Romagna;205,07;4,94;37,55;2,11;149,10;175,52;229,64;275,97
2021-22;10;Matematica;10;Friuli-Venezia Giulia;206,88;5,28;35,60;2,19;150,83;182,60;229,09;275,33
2021-22;10;Matematica;99;Italia;196,79;1,39;36,08;0,60;145,67;170,93;219,00;263,98
2021-22;10;Matematica;16;Lazio;196,05;4,56;35,84;1,95;148,17;170,93;218,73;264,78
2021-22;10;Matematica;4;Liguria;194,46;4,85;32,47;1,98;153,24;170,92;211,62;253,51
2021-22;10;Matematica;5;Lombardia;209,68;4,35;35,83;1,80;157,21;183,22;234,79;275,94
2021-22;10;Matematica;15;Marche;199,34;5,40;35,13;2,27;148,61;174,57;220,54;263,98
2021-22;10;Matematica;19;Molise;192,24;6,41;34,62;2,72;142,73;169,27;214,13;255,36
2021-22;10;Matematica;6;Nord Est;207,30;3,01;35,98;1,25;153,64;181,45;229,53;275,59
2021-22;10;Matematica;1;Nord Ovest;206,77;3,05;35,39;1,26;155,44;181,45;229,53;274,70
2021-22;10;Matematica;3;Piemonte;204,56;4,49;34,19;1,84;153,25;181,28;228,03;264,78
2021-22;10;Matematica;7;Prov. Aut. Bolzano (l. it.);194,55;5,30;32,60;2,17;151,36;171,23;214,13;255,34
2021-22;10;Matematica;8;Prov. Aut. Trento;209,18;5,87;30,48;2,24;164,83;187,09;228,33;265,55
2021-22;10;Matematica;21;Puglia;187,80;4,35;33,69;1,84;142,33;162,85;207,39;248,62
2021-22;10;Matematica;26;Sardegna;178,85;4,02;30,16;1,65;135,65;158,36;194,23;235,17
2021-22;10;Matematica;25;Sicilia;182,71;3,62;31,67;1,51;137,26;160,76;201,28;241,92
2021-22;10;Matematica;17;Sud;186,48;2,65;33,86;1,13;140,33;162,55;206,53;247,96
2021-22;10;Matematica;22;Sud e Isole;182,13;2,27;31,17;0,94;137,29;160,61;198,72;240,93
2021-22;10;Matematica;13;Toscana;199,51;4,49;36,46;1,92;146,02;171,57;223,91;265,54
2021-22;10;Matematica;14;Umbria;196,30;5,65;34,82;2,38;145,87;173,23;215,20;263,60
2021-22;10;Matematica;2;Valle d'Aosta;203,76;7,71;36,68;3,27;145,67;178,21;227,98;265,54
2021-22;10;Matematica;9;Veneto;209,78;4,95;34,88;2,02;157,99;185,25;230,43;274,79
2020-21;5;Inglese L;18;Abruzzo;191,31;4,39;43,40;2,09;121,13;160,43;217,58;280,91
2020-21;5;Inglese L;23;Basilicata;193,43;4,53;43,52;2,15;128,08;160,43;225,89;280,91
2020-21;5;Inglese L;24;Calabria;198,35;5,55;48,56;2,74;120,38;166,34;235,32;280,91
2020-21;5;Inglese L;20;Campania;193,81;5,07;50,86;2,59;111,86;160,43;230,36;280,91
2020-21;5;Inglese L;12;Centro;203,95;2,34;44,92;1,10;135,20;172,21;235,32;280,91
2020-21;5;Inglese L;11;Emilia-Romagna;202,50;2,80;44,64;1,32;135,20;172,21;235,32;280,91
2020-21;5;Inglese L;10;Friuli-Venezia Giulia;208,43;3,32;41,77;1,49;141,89;178,10;235,32;280,91
2020-21;5;Inglese L;99;Italia;200,42;1,25;46,14;0,60;128,08;166,34;235,32;280,91
2020-21;5;Inglese L;16;Lazio;206,21;4,10;46,32;1,94;135,20;172,21;235,43;285,29
2020-21;5;Inglese L;4;Liguria;199,45;5,57;45,04;2,65;128,08;168,00;230,36;280,91
2020-21;5;Inglese L;5;Lombardia;206,71;3,60;45,67;1,69;135,20;177,01;235,32;285,29
2020-21;5;Inglese L;15;Marche;201,72;3,60;42,05;1,65;135,20;172,21;225,89;280,91
2020-21;5;Inglese L;19;Molise;203,51;4,85;46,90;2,33;128,08;172,21;235,32;285,29
2020-21;5;Inglese L;6;Nord Est;203,25;2,03;43,02;0,93;135,20;172,21;235,32;280,91
2020-21;5;Inglese L;1;Nord Ovest;204,38;2,61;44,99;1,22;128,08;172,21;235,32;280,91
2020-21;5;Inglese L;3;Piemonte;199,79;3,85;42,76;1,78;128,08;172,21;225,89;280,91
2020-21;5;Inglese L;7;Prov. Aut. Bolzano (l. it.);215,21;3,62;42,38;1,60;141,89;184,07;246,49;285,29
2020-21;5;Inglese L;8;Prov. Aut. Trento;208,32;3,98;43,00;1,81;135,20;178,10;235,32;285,29
2020-21;5;Inglese L;21;Puglia;191,07;5,80;47,86;2,90;120,38;155,85;217,58;280,91
2020-21;5;Inglese L;26;Sardegna;187,62;4,66;43,91;2,25;120,38;154,42;217,58;262,33
2020-21;5;Inglese L;25;Sicilia;195,29;4,99;49,04;2,50;120,38;160,43;235,32;280,91
2020-21;5;Inglese L;17;Sud;192,87;3,38;49,13;1,71;111,86;160,43;225,89;280,91
2020-21;5;Inglese L;22;Sud e Isole;194,61;3,16;47,96;1,57;120,38;160,43;225,89;280,91
2020-21;5;Inglese L;13;Toscana;201,78;3,28;42,56;1,51;135,20;172,21;225,89;280,91
2020-21;5;Inglese L;14;Umbria;201,42;5,32;48,28;2,61;120,38;166,34;235,32;280,91
2020-21;5;Inglese L;2;Valle d'Aosta;210,83;3,58;41,67;1,59;135,20;184,07;235,32;280,91
2020-21;5;Inglese L;9;Veneto;201,85;3,75;41,61;1,70;135,20;172,21;225,89;285,29
2020-21;8;Inglese L;1;Nord Ovest;210,54;1,75;34,26;0,71;157,05;186,52;232,32;275,44
2020-21;8;Inglese L;2;Valle d'Aosta;219,02;4,67;33,70;1,83;166,20;194,27;243,96;277,04
2020-21;8;Inglese L;3;Piemonte;205,90;2,60;33,59;1,05;155,84;183,39;227,40;273,29
2020-21;8;Inglese L;4;Liguria;203,35;2,31;35,32;0,96;150,23;179,92;223,53;275,91
2020-21;8;Inglese L;5;Lombardia;213,24;2,33;34,04;0,93;159,15;190,20;237,48;275,44
2020-21;8;Inglese L;6;Nord Est;213,31;1,58;35,35;0,65;158,33;188,40;238,05;275,91
2020-21;8;Inglese L;7;Prov. Aut. Bolzano (l. it.);221,94;4,26;34,37;1,68;166,20;200,53;244,78;277,04
2020-21;8;Inglese L;8;Prov. Aut. Trento;226,48;1,62;31,45;0,60;174,29;202,62;251,65;278,68
2020-21;8;Inglese L;9;Veneto;209,24;2,13;34,77;0,87;155,36;188,07;232,32;273,29
2020-21;8;Inglese L;10;Friuli-Venezia Giulia;226,34;3,42;36,91;1,38;162,49;200,72;256,88;278,68
2020-21;8;Inglese L;11;Emilia-Romagna;212,84;2,56;34,91;1,04;158,33;186,77;237,20;276,24
2020-21;8;Inglese L;12;Centro;203,64;1,85;36,84;0,79;143,08;179,42;228,72;272,56
2020-21;8;Inglese L;13;Toscana;202,09;2,97;38,10;1,29;138,86;176,76;226,77;275,91
2020-21;8;Inglese L;14;Umbria;206,62;3,94;35,11;1,62;147,39;181,80;233,01;265,65
2020-21;8;Inglese L;15;Marche;211,22;2,66;34,73;1,08;153,68;186,77;237,20;275,16
2020-21;8;Inglese L;16;Lazio;202,12;3,08;36,61;1,31;143,08;176,76;227,40;272,56
2020-21;8;Inglese L;17;Sud;190,23;2,43;38,95;1,10;126,95;163,80;215,45;259,34
2020-21;8;Inglese L;18;Abruzzo;201,06;2,66;36,43;1,13;131,31;177,82;223,53;264,29
2020-21;8;Inglese L;19;Molise;200,35;3,13;38,39;1,37;134,85;173,48;225,39;268,06
2020-21;8;Inglese L;20;Campania;187,49;2,72;37,57;1,22;126,17;162,55;211,06;251,65
2020-21;8;Inglese L;21;Puglia;190,88;5,63;41,16;2,61;125,10;160,38;221,32;261,98
2020-21;8;Inglese L;22;Sud e Isole;183,60;2,49;40,05;1,17;122,26;155,36;207,50;258,51
2020-21;8;Inglese L;23;Basilicata;190,92;3,20;36,06;1,39;135,42;168,85;211,32;261,27
2020-21;8;Inglese L;24;Calabria;181,98;5,93;44,19;2,92;121,88;147,84;209,48;272,56
2020-21;8;Inglese L;25;Sicilia;181,67;3,52;38,92;1,63;120,11;155,24;204,81;248,71
2020-21;8;Inglese L;26;Sardegna;190,66;3,73;38,43;1,68;131,31;165,65;212,90;268,06
2020-21;8;Inglese L;99;Italia;201,73;1,21;38,45;0,53;137,95;176,45;227,40;273,29
2020-21;13;Inglese L;1;Nord Ovest;219,88;3,11;37,24;1,28;158,03;191,85;248,47;277,78
2020-21;13;Inglese L;2;Valle d'Aosta;222,95;6,19;36,42;2,50;163,94;196,88;252,61;277,78
2020-21;13;Inglese L;3;Piemonte;213,82;5,01;36,90;2,08;154,34;186,32;241,62;277,34
2020-21;13;Inglese L;4;Liguria;212,56;5,01;37,86;2,11;154,03;182,52;241,90;277,34
2020-21;13;Inglese L;5;Lombardia;223,52;4,22;36,79;1,71;163,30;195,23;254,56;277,78
2020-21;13;Inglese L;6;Nord Est;216,68;2,45;36,45;1,01;157,52;189,66;243,65;277,35
2020-21;13;Inglese L;7;Prov. Aut. Bolzano (l. it.);221,75;5,45;34,73;2,16;160,34;199,16;247,91;276,83
2020-21;13;Inglese L;8;Prov. Aut. Trento;232,99;4,08;32,13;1,52;178,59;209,35;262,49;278,02
2020-21;13;Inglese L;9;Veneto;215,57;3,60;35,41;1,46;158,58;189,66;241,90;276,83
2020-21;13;Inglese L;10;Friuli-Venezia Giulia;221,28;4,80;35,05;1,91;164,15;195,02;247,52;277,34
2020-21;13;Inglese L;11;Emilia-Romagna;214,64;4,58;37,89;1,92;152,80;186,95;242,55;277,78
2020-21;13;Inglese L;12;Centro;202,88;2,48;39,30;1,09;140,86;173,14;231,81;273,87
2020-21;13;Inglese L;13;Toscana;206,87;3,83;38,19;1,64;145,48;179,33;234,06;276,44
2020-21;13;Inglese L;14;Umbria;200,00;5,74;39,44;2,55;141,54;169,96;226,68;276,67
2020-21;13;Inglese L;15;Marche;205,89;5,42;38,39;2,34;141,54;178,77;234,62;276,44
2020-21;13;Inglese L;16;Lazio;199,94;4,26;39,95;1,90;137,95;169,58;230,94;273,87
2020-21;13;Inglese L;17;Sud;183,25;2,53;37,65;1,15;127,26;154,34;207,66;255,14
2020-21;13;Inglese L;18;Abruzzo;190,87;4,40;36,44;1,92;140,15;163,33;215,57;263,94
2020-21;13;Inglese L;19;Molise;199,99;5,39;36,44;2,30;146,80;172,09;224,37;273,87
2020-21;13;Inglese L;20;Campania;180,67;3,29;37,00;1,49;125,74;153,27;204,48;248,47
2020-21;13;Inglese L;21;Puglia;184,51;5,10;38,52;2,33;131,09;155,82;210,02;261,28
2020-21;13;Inglese L;22;Sud e Isole;184,12;2,52;38,35;1,15;131,09;155,82;208,96;261,28
2020-21;13;Inglese L;23;Basilicata;183,81;5,20;38,65;2,39;131,09;154,17;205,83;263,53
2020-21;13;Inglese L;24;Calabria;180,04;4,07;38,39;1,88;127,26;149,69;204,19;255,09
2020-21;13;Inglese L;25;Sicilia;183,69;3,96;37,38;1,79;133,09;156,62;206,01;257,81
2020-21;13;Inglese L;26;Sardegna;191,24;4,86;40,35;2,23;132,02;159,77;219,80;264,22
2020-21;13;Inglese L;99;Italia;201,87;1,52;40,91;0,68;140,14;169,58;232,68;276,67
2020-21;5;Inglese R;18;Abruzzo;198,23;2,22;36,85;0,96;135,34;172,05;223,70;257,86
2020-21;5;Inglese R;23;Basilicata;202,64;2,83;36,94;1,21;135,34;178,07;231,19;257,86
2020-21;5;Inglese R;24;Calabria;196,73;2,62;37,97;1,15;130,24;172,05;218,30;257,86
2020-21;5;Inglese R;20;Campania;197,13;2,72;40,04;1,23;125,04;172,05;231,19;257,86
2020-21;5;Inglese R;12;Centro;204,45;1,33;36,55;0,56;140,37;178,07;231,19;257,86
2020-21;5;Inglese R;11;Emilia-Romagna;201,22;1,93;38,09;0,84;135,34;178,07;231,19;257,86
2020-21;5;Inglese R;10;Friuli-Venezia Giulia;207,06;2,23;34,52;0,91;145,40;184,51;231,19;257,86
2020-21;5;Inglese R;99;Italia;201,20;0,72;37,25;0,31;135,34;178,07;231,19;257,86
2020-21;5;Inglese R;16;Lazio;204,08;2,39;36,90;1,02;140,37;178,07;231,19;257,86
