Anno;Grado;Materia;Ordinatore;Ripartizione_geografica;Punteggio_WLE;ES;Deviazione_standard_WLE;ES_SD;Percentile5;Percentile25;Percentile75;Percentile95
2014-15;8;Italiano;26;Sardegna;198,91;3,91;41,55;1,79;121,21;178,78;227,14;258,73
2014-15;8;Italiano;99;Italia;200,00;0,84;40,00;0,37;126,02;179,27;226,43;256,81
2014-15;10;Italiano;1;Nord Ovest;210,18;1,58;36,89;0,66;147,46;185,85;237,27;263,14
2014-15;10;Italiano;2;Valle d'Aosta;213,60;13,05;42,51;5,82;136,09;188,85;245,08;268,40
2014-15;10;Italiano;3;Piemonte;204,67;3,13;39,96;1,38;136,09;179,82;233,56;263,14
2014-15;10;Italiano;4;Liguria;202,99;3,84;38,19;1,67;136,09;176,79;229,98;258,23
2014-15;10;Italiano;5;Lombardia;213,77;1,98;34,60;0,80;151,00;191,85;237,27;268,40
2014-15;10;Italiano;6;Nord Est;209,54;1,94;39,01;0,84;140,02;185,85;237,27;268,40
2014-15;10;Italiano;7;Prov. Aut. Bolzano (l. it.);204,08;0,00;35,93;1,42;140,02;179,82;229,98;263,14
2014-15;10;Italiano;8;Prov. Aut. Trento;218,78;3,07;33,46;1,20;161,10;197,87;241,10;268,40
2014-15;10;Italiano;9;Veneto;212,22;2,54;35,45;1,04;147,46;188,85;237,27;268,40
2014-15;10;Italiano;10;Friuli-Venezia Giulia;211,50;3,25;36,26;1,35;147,46;188,85;237,27;263,14
2014-15;10;Italiano;11;Emilia-Romagna;205,05;4,15;43,49;1,91;123,14;179,82;237,27;268,40
2014-15;10;Italiano;12;Centro;196,26;2,49;41,88;1,15;123,14;170,63;226,49;258,23
2014-15;10;Italiano;13;Toscana;195,13;3,56;42,40;1,66;123,14;167,50;226,49;258,23
2014-15;10;Italiano;14;Umbria;205,12;3,69;37,06;1,57;143,80;179,82;229,98;263,14
2014-15;10;Italiano;15;Marche;203,31;3,09;36,76;1,31;140,02;179,82;229,98;258,23
2014-15;10;Italiano;16;Lazio;193,51;4,61;43,22;2,18;118,31;167,50;223,09;258,23
2014-15;10;Italiano;17;Sud;191,91;3,04;39,12;1,37;127,69;164,32;219,77;253,62
2014-15;10;Italiano;18;Abruzzo;194,09;5,15;42,99;2,42;113,12;164,32;226,49;253,62
2014-15;10;Italiano;19;Molise;190,94;5,38;35,69;2,32;127,69;167,50;216,51;249,25
2014-15;10;Italiano;20;Campania;191,52;4,63;38,90;2,08;127,69;164,32;219,77;249,25
2014-15;10;Italiano;21;Puglia;191,93;5,07;38,46;2,27;127,69;164,32;219,77;253,62
2014-15;10;Italiano;22;Sud e Isole;190,49;4,98;38,70;2,24;123,14;164,32;219,77;245,08
2014-15;10;Italiano;23;Basilicata;187,23;5,55;38,97;2,53;123,14;161,10;216,51;249,25
2014-15;10;Italiano;24;Calabria;192,93;4,05;33,57;1,69;131,99;173,72;216,51;241,10
2014-15;10;Italiano;25;Sicilia;191,88;8,93;38,71;4,01;127,69;164,32;223,09;245,08
2014-15;10;Italiano;26;Sardegna;184,12;7,36;43,67;3,58;113,12;154,44;216,51;258,23
2014-15;10;Italiano;99;Italia;200,00;1,35;40,00;0,60;131,99;173,72;229,98;258,23
2014-15;2;Matematica;1;Nord Ovest;201,80;1,23;39,33;0,54;137,32;175,43;231,97;263,72
2014-15;2;Matematica;2;Valle d'Aosta;198,86;3,33;40,42;1,50;137,32;169,81;225,57;263,72
2014-15;2;Matematica;3;Piemonte;202,12;2,43;40,08;1,08;137,32;175,43;231,97;274,75
2014-15;2;Matematica;4;Liguria;193,06;2,13;38,73;0,95;129,10;169,81;219,50;254,41
2014-15;2;Matematica;5;Lombardia;202,83;1,58;38,94;0,69;137,32;175,43;231,97;263,72
2014-15;2;Matematica;6;Nord Est;199,88;1,27;39,44;0,56;137,32;175,43;225,57;263,72
2014-15;2;Matematica;7;Prov. Aut. Bolzano (l. it.);200,06;0,00;40,38;1,60;137,32;169,81;225,57;263,72
2014-15;2;Matematica;8;Prov. Aut. Trento;208,87;2,85;39,97;1,25;144,74;180,92;238,81;274,75
2014-15;2;Matematica;9;Veneto;200,89;1,92;39,00;0,85;137,32;175,43;225,57;263,72
2014-15;2;Matematica;10;Friuli-Venezia Giulia;201,93;2,68;40,06;1,20;137,32;175,43;231,97;274,75
2014-15;2;Matematica;11;Emilia-Romagna;197,03;2,21;39,42;0,99;137,32;169,81;225,57;263,72
2014-15;2;Matematica;12;Centro;201,33;1,41;38,90;0,62;137,32;175,43;225,57;263,72
2014-15;2;Matematica;13;Toscana;199,09;2,04;37,75;0,89;137,32;169,81;225,57;263,72
2014-15;2;Matematica;14;Umbria;197,14;2,67;39,27;1,19;137,32;169,81;225,57;263,72
2014-15;2;Matematica;15;Marche;207,42;2,14;38,77;0,92;144,74;180,92;231,97;274,75
2014-15;2;Matematica;16;Lazio;201,76;2,43;39,35;1,07;137,32;175,43;231,97;263,72
2014-15;2;Matematica;17;Sud;196,26;2,08;41,93;0,96;129,10;169,81;225,57;263,72
2014-15;2;Matematica;18;Abruzzo;198,92;3,07;41,33;1,40;137,32;169,81;225,57;274,75
2014-15;2;Matematica;19;Molise;202,63;3,16;41,47;1,43;137,32;169,81;225,57;274,75
2014-15;2;Matematica;20;Campania;195,03;3,25;41,73;1,50;129,10;169,81;219,50;263,72
2014-15;2;Matematica;21;Puglia;197,03;3,21;42,37;1,49;129,10;169,81;225,57;274,75
2014-15;2;Matematica;22;Sud e Isole;200,34;2,35;40,24;1,05;137,32;169,81;225,57;263,72
2014-15;2;Matematica;23;Basilicata;205,54;4,52;43,64;2,08;137,32;175,43;238,81;274,75
2014-15;2;Matematica;24;Calabria;203,75;4,31;43,05;1,98;137,32;175,43;238,81;274,75
2014-15;2;Matematica;25;Sicilia;200,43;3,64;38,44;1,59;137,32;175,43;225,57;263,72
2014-15;2;Matematica;26;Sardegna;193,48;3,40;40,58;1,56;129,10;164,00;219,50;263,72
2014-15;2;Matematica;99;Italia;200,00;0,75;40,00;0,33;137,32;169,81;225,57;263,72
2014-15;5;Matematica;1;Nord Ovest;203,65;1,39;39,35;0,61;138,46;176,48;232,22;269,40
2014-15;5;Matematica;2;Valle d'Aosta;203,22;2,25;39,61;0,99;143,98;172,24;227,36;278,34
2014-15;5;Matematica;3;Piemonte;200,79;2,08;39,74;0,93;138,46;176,48;227,36;269,40
2014-15;5;Matematica;4;Liguria;194,25;2,15;38,86;0,96;132,54;167,91;218,18;261,66
2014-15;5;Matematica;5;Lombardia;206,07;1,91;38,99;0,83;143,98;180,66;232,22;269,40
2014-15;5;Matematica;6;Nord Est;204,85;1,33;40,45;0,59;138,46;176,48;232,22;269,40
2014-15;5;Matematica;7;Prov. Aut. Bolzano (l. it.);200,96;0,00;39,98;1,16;138,46;172,24;227,36;269,40
2014-15;5;Matematica;8;Prov. Aut. Trento;212,95;2,80;40,43;1,22;149,19;184,78;237,33;278,34
2014-15;5;Matematica;9;Veneto;205,98;1,82;39,04;0,79;143,98;180,66;232,22;269,40
2014-15;5;Matematica;10;Friuli-Venezia Giulia;209,22;2,45;39,98;1,07;143,98;180,66;232,22;278,34
2014-15;5;Matematica;11;Emilia-Romagna;201,33;2,58;41,84;1,17;138,46;172,24;232,22;278,34
2014-15;5;Matematica;12;Centro;200,11;1,57;39,20;0,69;138,46;172,24;227,36;269,40
2014-15;5;Matematica;13;Toscana;202,23;2,04;39,63;0,91;138,46;176,48;227,36;269,40
2014-15;5;Matematica;14;Umbria;202,13;2,04;38,90;0,90;138,46;176,48;227,36;269,40
2014-15;5;Matematica;15;Marche;207,42;1,86;39,12;0,81;143,98;180,66;232,22;269,40
2014-15;5;Matematica;16;Lazio;196,62;2,78;38,62;1,23;132,54;167,91;222,69;261,66
2014-15;5;Matematica;17;Sud;194,28;1,85;39,48;0,83;132,54;167,91;218,18;261,66
2014-15;5;Matematica;18;Abruzzo;198,09;2,35;38,52;1,04;132,54;172,24;222,69;261,66
2014-15;5;Matematica;19;Molise;198,33;3,90;40,11;1,75;138,46;172,24;227,36;269,40
2014-15;5;Matematica;20;Campania;189,32;2,83;39,35;1,29;126,13;163,47;213,80;254,77
2014-15;5;Matematica;21;Puglia;200,91;2,56;38,80;1,13;138,46;176,48;227,36;269,40
2014-15;5;Matematica;22;Sud e Isole;196,05;2,78;40,80;1,27;126,13;167,91;222,69;261,66
2014-15;5;Matematica;23;Basilicata;202,81;4,28;41,84;1,94;138,46;172,24;232,22;278,34
2014-15;5;Matematica;24;Calabria;194,05;3,95;41,92;1,84;126,13;163,47;222,69;261,66
2014-15;5;Matematica;25;Sicilia;197,68;4,50;40,13;2,03;126,13;167,91;222,69;261,66
2014-15;5;Matematica;26;Sardegna;189,95;3,63;40,51;1,67;126,13;158,89;213,80;261,66
2014-15;5;Matematica;99;Italia;200,00;0,82;40,00;0,36;138,46;172,24;227,36;269,40
2014-15;8;Matematica;1;Nord Ovest;209,42;1,06;34,80;0,43;155,01;186,22;230,68;268,85
2014-15;8;Matematica;2;Valle d'Aosta;199,57;8,05;44,07;3,78;111,94;182,67;224,28;260,74
2014-15;8;Matematica;3;Piemonte;211,58;1,50;34,89;0,61;158,00;187,69;234,11;273,85
2014-15;8;Matematica;4;Liguria;210,68;1,14;31,81;0,44;162,99;189,58;231,06;265,46
2014-15;8;Matematica;5;Lombardia;208,48;1,52;34,96;0,62;154,38;185,25;229,51;266,52
2014-15;8;Matematica;6;Nord Est;208,47;1,17;36,60;0,49;153,48;185,02;231,78;271,28
2014-15;8;Matematica;7;Prov. Aut. Bolzano (l. it.);203,82;0,00;36,33;1,14;151,95;182,29;224,85;264,45
2014-15;8;Matematica;8;Prov. Aut. Trento;212,23;1,91;32,69;0,75;163,06;190,18;233,15;270,70
2014-15;8;Matematica;9;Veneto;209,99;1,76;35,23;0,72;154,73;186,21;232,98;271,76
2014-15;8;Matematica;10;Friuli-Venezia Giulia;204,27;4,22;44,43;1,97;123,62;182,57;230,62;270,90
2014-15;8;Matematica;11;Emilia-Romagna;207,38;1,94;36,28;0,81;153,96;183,30;229,68;271,28
2014-15;8;Matematica;12;Centro;201,79;1,97;40,54;0,88;144,21;181,93;225,32;263,83
2014-15;8;Matematica;13;Toscana;207,04;2,54;36,70;1,07;159,23;186,20;228,50;269,55
2014-15;8;Matematica;14;Umbria;200,29;5,50;44,36;2,59;85,43;181,54;225,38;259,02
2014-15;8;Matematica;15;Marche;211,36;1,81;33,28;0,72;160,15;189,62;230,64;269,62
2014-15;8;Matematica;16;Lazio;196,27;3,49;42,97;1,63;102,15;177,68;222,50;257,37
2014-15;8;Matematica;17;Sud;189,88;2,13;42,36;1,01;104,48;169,69;214,66;254,98
2014-15;8;Matematica;18;Abruzzo;203,07;2,93;35,91;1,23;140,10;182,10;224,33;263,76
2014-15;8;Matematica;19;Molise;191,45;7,15;44,97;3,47;91,57;173,16;221,12;252,29
2014-15;8;Matematica;20;Campania;185,71;3,10;40,93;1,45;103,37;168,34;207,92;247,63
2014-15;8;Matematica;21;Puglia;192,54;3,70;44,93;1,79;98,59;170,80;219,10;263,74
2014-15;8;Matematica;22;Sud e Isole;187,04;2,41;40,86;1,13;107,06;168,30;211,66;246,93
2014-15;8;Matematica;23;Basilicata;201,21;2,90;33,50;1,18;153,55;178,34;220,39;262,25
2014-15;8;Matematica;24;Calabria;188,58;3,80;39,29;1,74;116,85;169,48;212,94;251,15
2014-15;8;Matematica;25;Sicilia;182,60;3,85;43,46;1,88;85,43;162,85;210,50;245,71
2014-15;8;Matematica;26;Sardegna;195,84;2,69;31,79;1,08;154,38;178,43;214,76;244,14
2014-15;8;Matematica;99;Italia;200,00;0,84;40,00;0,37;136,48;178,31;224,16;263,76
2014-15;10;Matematica;1;Nord Ovest;211,90;1,93;39,42;0,83;148,68;186,23;236,62;282,06
2014-15;10;Matematica;2;Valle d'Aosta;208,94;9,07;36,94;3,82;148,68;182,36;232,78;275,18
2014-15;10;Matematica;3;Piemonte;208,05;3,43;39,84;1,50;141,94;178,35;232,78;275,18
2014-15;10;Matematica;4;Liguria;202,41;4,15;38,67;1,82;141,94;174,17;225,39;269,04
2014-15;10;Matematica;5;Lombardia;215,21;2,58;38,97;1,10;154,67;186,23;240,58;290,00
2014-15;10;Matematica;6;Nord Est;212,14;2,02;39,44;0,87;148,68;186,23;236,62;282,06
2014-15;10;Matematica;7;Prov. Aut. Bolzano (l. it.);211,04;0,00;35,92;1,54;154,67;186,23;232,78;275,18
2014-15;10;Matematica;8;Prov. Aut. Trento;220,12;4,12;34,52;1,63;165,10;193,66;240,58;282,06
2014-15;10;Matematica;9;Veneto;213,28;2,84;37,07;1,18;154,67;186,23;236,62;275,18
2014-15;10;Matematica;10;Friuli-Venezia Giulia;215,37;4,44;38,41;1,87;154,67;186,23;240,58;282,06
2014-15;10;Matematica;11;Emilia-Romagna;209,12;4,13;42,56;1,86;141,94;178,35;236,62;282,06
2014-15;10;Matematica;12;Centro;197,30;2,45;38,69;1,08;141,94;169,76;221,80;263,47
2014-15;10;Matematica;13;Toscana;197,93;4,17;42,76;1,94;134,13;169,76;225,39;275,18
2014-15;10;Matematica;14;Umbria;205,47;4,21;38,35;1,82;148,68;178,35;229,04;275,18
2014-15;10;Matematica;15;Marche;202,33;3,14;34,97;1,31;148,68;178,35;225,39;263,47
2014-15;10;Matematica;16;Lazio;194,18;4,25;36,64;1,85;141,94;169,76;214,76;258,33
2014-15;10;Matematica;17;Sud;190,79;2,91;36,74;1,27;141,94;165,10;214,76;253,53
2014-15;10;Matematica;18;Abruzzo;195,09;4,89;40,76;2,23;134,13;169,76;218,26;263,47
2014-15;10;Matematica;19;Molise;195,14;4,25;34,09;1,78;141,94;169,76;218,26;253,53
2014-15;10;Matematica;20;Campania;193,13;4,25;35,86;1,83;141,94;165,10;218,26;249,00
2014-15;10;Matematica;21;Puglia;185,67;4,97;36,45;2,20;134,13;160,10;207,79;253,53
2014-15;10;Matematica;22;Sud e Isole;185,81;5,09;38,47;2,32;124,72;154,67;214,76;249,00
2014-15;10;Matematica;23;Basilicata;191,98;5,71;38,01;2,54;141,94;160,10;218,26;258,33
2014-15;10;Matematica;24;Calabria;194,16;5,00;36,62;2,17;141,94;165,10;221,80;258,33
2014-15;10;Matematica;25;Sicilia;180,91;8,97;38,84;4,16;124,72;154,67;211,27;244,70
2014-15;10;Matematica;26;Sardegna;188,61;6,12;37,24;2,72;134,13;160,10;214,76;253,53
2014-15;10;Matematica;99;Italia;200,00;1,47;40,00;0,66;141,94;169,76;225,39;269,04
2013-14;2;Italiano;1;Nord Ovest;200,76;1,49;39,51;0,66;125,84;172,95;227,76;259,17
2013-14;2;Italiano;2;Valle d'Aosta;204,10;3,16;39,25;1,38;131,04;176,22;232,80;259,17
2013-14;2;Italiano;3;Piemonte;203,90;2,30;38,62;1,00;135,82;179,49;232,80;259,17
2013-14;2;Italiano;4;Liguria;200,91;2,63;42,87;1,22;120,08;172,95;232,80;259,17
2013-14;2;Italiano;5;Lombardia;199,43;2,06;39,38;0,92;125,84;172,95;227,76;259,17
2013-14;2;Italiano;6;Nord Est;199,33;1,33;39,78;0,59;131,04;172,95;227,76;259,17
2013-14;2;Italiano;7;Prov. Aut. Bolzano (l. it.);195,88;0,00;38,41;0,72;131,04;169,65;223,09;251,21
2013-14;2;Italiano;8;Prov. Aut. Trento;196,88;1,78;39,89;0,80;125,84;169,65;227,76;259,17
2013-14;2;Italiano;9;Veneto;198,20;2,10;39,79;0,94;125,84;172,95;227,76;259,17
2013-14;2;Italiano;10;Friuli-Venezia Giulia;197,16;2,28;40,48;1,03;125,84;169,65;227,76;259,17
2013-14;2;Italiano;11;Emilia-Romagna;201,60;2,28;39,49;1,01;131,04;176,22;227,76;259,17
2013-14;2;Italiano;12;Centro;203,35;1,06;38,76;0,46;135,82;179,49;232,80;259,17
2013-14;2;Italiano;13;Toscana;203,59;1,76;38,48;0,76;135,82;179,49;232,80;259,17
2013-14;2;Italiano;14;Umbria;205,38;2,41;38,72;1,05;135,82;179,49;232,80;259,17
2013-14;2;Italiano;15;Marche;206,52;1,86;37,25;0,79;140,27;186,03;232,80;259,17
2013-14;2;Italiano;16;Lazio;202,10;1,72;39,25;0,76;131,04;179,49;227,76;259,17
2013-14;2;Italiano;17;Sud;200,10;1,69;41,16;0,77;125,84;172,95;227,76;259,17
2013-14;2;Italiano;18;Abruzzo;206,57;2,11;36,28;0,88;135,82;186,03;232,80;259,17
2013-14;2;Italiano;19;Molise;204,13;3,00;37,83;1,29;135,82;179,49;232,80;259,17
2013-14;2;Italiano;20;Campania;195,87;2,64;42,20;1,22;120,08;169,65;227,76;259,17
2013-14;2;Italiano;21;Puglia;204,79;2,41;40,21;1,07;125,84;182,75;232,80;268,80
2013-14;2;Italiano;22;Sud e Isole;195,32;1,82;40,51;0,83;120,08;169,65;223,09;259,17
2013-14;2;Italiano;23;Basilicata;200,65;2,84;40,86;1,28;125,84;172,95;227,76;259,17
2013-14;2;Italiano;24;Calabria;199,41;3,13;40,64;1,41;125,84;176,22;227,76;259,17
2013-14;2;Italiano;25;Sicilia;192,02;2,72;39,81;1,24;120,08;166,31;218,70;251,21
2013-14;2;Italiano;26;Sardegna;200,20;3,13;41,69;1,43;120,08;176,22;227,76;259,17
2013-14;2;Italiano;99;Italia;200,00;0,68;40,00;0,31;125,84;172,95;227,76;259,17
2013-14;5;Italiano;1;Nord Ovest;203,49;1,32;38,57;0,58;142,06;175,11;229,27;266,69
2013-14;5;Italiano;2;Valle d'Aosta;205,37;2,22;36,37;0,94;142,06;183,79;229,27;266,69
2013-14;5;Italiano;3;Piemonte;203,55;2,45;39,48;1,08;142,06;175,11;229,27;266,69
2013-14;5;Italiano;4;Liguria;206,24;2,26;39,06;0,98;142,06;179,46;229,27;266,69
2013-14;5;Italiano;5;Lombardia;203,08;1,78;38,13;0,77;142,06;175,11;229,27;266,69
2013-14;5;Italiano;6;Nord Est;202,44;1,28;38,22;0,56;142,06;175,11;229,27;266,69
2013-14;5;Italiano;7;Prov. Aut. Bolzano (l. it.);198,55;0,00;35,81;0,75;142,06;175,11;224,22;259,13
2013-14;5;Italiano;8;Prov. Aut. Trento;194,53;2,29;38,29;1,02;130,92;170,70;219,35;259,13
2013-14;5;Italiano;9;Veneto;200,60;1,81;36,92;0,78;142,06;175,11;224,22;259,13
2013-14;5;Italiano;10;Friuli-Venezia Giulia;202,30;1,87;36,77;0,80;142,06;175,11;229,27;259,13
2013-14;5;Italiano;11;Emilia-Romagna;205,87;2,44;39,81;1,07;142,06;179,46;229,27;266,69
2013-14;5;Italiano;12;Centro;203,74;1,12;38,33;0,48;136,64;179,46;229,27;266,69
2013-14;5;Italiano;13;Toscana;202,41;1,87;38,29;0,81;130,92;179,46;229,27;259,13
2013-14;5;Italiano;14;Umbria;206,60;2,26;39,34;0,99;142,06;179,46;234,54;266,69
2013-14;5;Italiano;15;Marche;206,88;2,38;40,62;1,05;136,64;183,79;234,54;275,19
2013-14;5;Italiano;16;Lazio;203,30;1,80;37,52;0,77;142,06;179,46;229,27;266,69
2013-14;5;Italiano;17;Sud;196,85;1,53;40,34;0,69;130,92;170,70;224,22;259,13
2013-14;5;Italiano;18;Abruzzo;201,54;2,39;38,12;1,04;142,06;175,11;229,27;266,69
2013-14;5;Italiano;19;Molise;202,24;3,77;41,14;1,70;136,64;175,11;229,27;275,19
2013-14;5;Italiano;20;Campania;194,76;2,50;41,07;1,15;124,82;166,23;224,22;259,13
2013-14;5;Italiano;21;Puglia;198,55;1,94;39,49;0,87;130,92;170,70;229,27;259,13
2013-14;5;Italiano;22;Sud e Isole;191,48;2,19;43,89;1,05;118,26;161,68;219,35;266,69
2013-14;5;Italiano;23;Basilicata;197,94;3,40;41,47;1,56;124,82;170,70;224,22;266,69
2013-14;5;Italiano;24;Calabria;200,33;3,79;43,18;1,76;136,64;170,70;229,27;275,19
2013-14;5;Italiano;25;Sicilia;185,60;3,18;44,12;1,55;118,26;157,01;214,64;259,13
2013-14;5;Italiano;26;Sardegna;199,34;3,27;41,12;1,48;130,92;170,70;224,22;266,69
2013-14;5;Italiano;99;Italia;200,00;0,70;40,00;0,31;130,92;175,11;229,27;266,69
2013-14;8;Italiano;1;Nord Ovest;206,86;1,46;36,62;0,62;143,52;186,65;229,62;263,03
2013-14;8;Italiano;2;Valle d'Aosta;193,93;14,04;58,90;7,74;51,97;177,66;231,43;269,39
2013-14;8;Italiano;3;Piemonte;209,82;1,67;32,06;0,65;156,06;189,23;230,14;262,47
2013-14;8;Italiano;4;Liguria;211,86;1,45;30,82;0,55;163,45;191,09;230,88;264,53
2013-14;8;Italiano;5;Lombardia;205,09;2,17;38,55;0,94;131,17;184,43;229,32;263,05
2013-14;8;Italiano;6;Nord Est;206,67;1,30;35,70;0,54;148,20;186,71;228,77;260,54
2013-14;8;Italiano;7;Prov. Aut. Bolzano (l. it.);204,70;0,00;31,47;0,70;153,99;185,16;224,84;257,14
2013-14;8;Italiano;8;Prov. Aut. Trento;207,86;1,60;31,61;0,63;158,48;187,42;226,86;257,43
2013-14;8;Italiano;9;Veneto;208,05;1,73;32,35;0,68;151,76;187,85;228,37;258,67
2013-14;8;Italiano;10;Friuli-Venezia Giulia;201,05;4,19;41,95;1,92;112,31;182,72;226,30;262,87
2013-14;8;Italiano;11;Emilia-Romagna;206,40;2,49;38,15;1,07;148,51;185,98;230,42;261,41
2013-14;8;Italiano;12;Centro;204,06;1,50;36,53;0,64;140,28;183,70;226,85;260,03
2013-14;8;Italiano;13;Toscana;205,70;2,50;35,81;1,04;150,85;186,17;227,35;258,23
2013-14;8;Italiano;14;Umbria;205,04;3,77;37,53;1,61;137,45;185,49;228,01;263,59
2013-14;8;Italiano;15;Marche;205,42;2,85;37,62;1,22;143,24;185,63;227,39;263,28
2013-14;8;Italiano;16;Lazio;202,56;2,45;36,46;1,04;137,70;181,77;226,08;260,43
2013-14;8;Italiano;17;Sud;192,10;2,14;43,74;1,02;106,83;169,73;220,17;255,48
2013-14;8;Italiano;18;Abruzzo;199,13;3,73;39,05;1,65;134,48;179,42;221,64;257,91
2013-14;8;Italiano;19;Molise;188,67;6,26;46,90;3,12;88,86;169,30;217,07;257,55
2013-14;8;Italiano;20;Campania;190,37;3,04;42,29;1,43;113,12;167,59;217,95;252,40
2013-14;8;Italiano;21;Puglia;193,05;3,86;46,62;1,90;99,29;171,21;223,20;256,22
2013-14;8;Italiano;22;Sud e Isole;187,97;2,50;43,29;1,20;100,45;169,01;214,87;250,67
2013-14;8;Italiano;23;Basilicata;197,75;2,84;35,55;1,20;138,62;176,37;218,70;255,45
2013-14;8;Italiano;24;Calabria;189,20;4,02;42,02;1,89;107,87;169,30;214,63;250,73
2013-14;8;Italiano;25;Sicilia;184,06;4,01;45,73;2,00;78,02;162,66;213,57;249,32
2013-14;8;Italiano;26;Sardegna;196,74;3,09;36,03;1,32;143,22;178,01;218,56;249,80
2013-14;8;Italiano;99;Italia;200,00;0,84;40,00;0,38;128,68;179,46;225,25;258,42
2013-14;10;Italiano;1;Nord Ovest;212,92;1,47;37,58;0,62;151,01;191,07;237,81;272,36
2013-14;10;Italiano;2;Valle d'Aosta;215,96;7,52;34,46;3,00;159,85;191,07;241,36;267,00
2013-14;10;Italiano;3;Piemonte;206,80;2,34;36,58;0,98;146,52;184,18;231,13;267,00
2013-14;10;Italiano;4;Liguria;203,24;4,16;44,04;1,94;132,55;177,45;231,13;267,00
2013-14;10;Italiano;5;Lombardia;217,11;1,93;36,31;0,79;157,65;193,42;241,36;272,36
2013-14;10;Italiano;6;Nord Est;211,38;1,55;37,47;0,65;148,77;186,45;234,41;272,36
2013-14;10;Italiano;7;Prov. Aut. Bolzano (l. it.);212,48;0,00;35,59;1,15;148,77;191,07;237,81;267,00
2013-14;10;Italiano;8;Prov. Aut. Trento;222,78;2,15;32,20;0,82;168,62;203,12;245,06;278,22
2013-14;10;Italiano;9;Veneto;212,37;2,38;36,43;0,98;153,23;188,75;234,41;272,36
2013-14;10;Italiano;10;Friuli-Venezia Giulia;216,79;3,60;38,49;1,52;153,23;191,07;241,36;278,22
2013-14;10;Italiano;11;Emilia-Romagna;207,55;3,01;38,41;1,29;141,96;181,92;234,41;267,00
2013-14;10;Italiano;12;Centro;200,23;2,05;40,47;0,92;134,95;173,02;227,97;267,00
2013-14;10;Italiano;13;Toscana;200,48;3,79;42,96;1,75;132,55;170,82;231,13;272,36
2013-14;10;Italiano;14;Umbria;206,07;3,58;37,86;1,54;141,96;179,68;231,13;267,00
2013-14;10;Italiano;15;Marche;205,79;3,17;38,06;1,36;146,52;179,68;231,13;267,00
2013-14;10;Italiano;16;Lazio;197,45;3,44;39,68;1,54;134,95;170,82;224,91;262,03
2013-14;10;Italiano;17;Sud;190,01;1,68;37,94;0,75;127,66;164,24;216,25;253,06
2013-14;10;Italiano;18;Abruzzo;193,82;3,22;37,25;1,41;134,95;168,62;219,06;257,40
2013-14;10;Italiano;19;Molise;193,26;4,41;36,52;1,92;134,95;168,62;219,06;253,06
2013-14;10;Italiano;20;Campania;187,46;2,52;38,02;1,14;125,15;162,04;213,51;253,06
2013-14;10;Italiano;21;Puglia;192,59;2,75;37,82;1,22;130,12;166,43;219,06;257,40
2013-14;10;Italiano;22;Sud e Isole;183,83;1,82;38,45;0,83;127,66;155,45;208,22;248,95
2013-14;10;Italiano;23;Basilicata;190,60;3,48;36,51;1,52;134,95;164,24;216,25;253,06
2013-14;10;Italiano;24;Calabria;182,33;3,83;40,06;1,80;122,60;153,23;208,22;253,06
2013-14;10;Italiano;25;Sicilia;182,49;2,73;37,32;1,24;127,66;155,45;205,65;245,06
2013-14;10;Italiano;26;Sardegna;188,61;3,41;40,75;1,58;122,60;159,85;216,25;248,95
2013-14;10;Italiano;99;Italia;200,00;0,85;40,00;0,38;134,95;173,02;227,97;267,00
2013-14;2;Matematica;1;Nord Ovest;200,36;1,21;37,56;0,52;137,52;173,72;225,58;257,84
2013-14;2;Matematica;2;Valle d'Aosta;198,50;2,57;36,63;1,10;145,57;173,72;225,58;257,84
2013-14;2;Matematica;3;Piemonte;203,67;2,44;40,25;1,09;137,52;173,72;232,79;268,19
2013-14;2;Matematica;4;Liguria;197,25;2,64;38,98;1,18;128,79;173,72;225,58;268,19
2013-14;2;Matematica;5;Lombardia;199,46;1,53;36,15;0,65;145,57;173,72;225,58;257,84
2013-14;2;Matematica;6;Nord Est;199,03;1,05;37,44;0,46;137,52;173,72;225,58;268,19
2013-14;2;Matematica;7;Prov. Aut. Bolzano (l. it.);200,19;0,00;37,89;0,86;145,57;173,72;225,58;268,19
2013-14;2;Matematica;8;Prov. Aut. Trento;198,59;3,55;40,59;1,60;128,79;173,72;225,58;268,19
2013-14;2;Matematica;9;Veneto;201,11;1,66;36,44;0,71;137,52;173,72;225,58;268,19
2013-14;2;Matematica;10;Friuli-Venezia Giulia;198,41;1,88;36,79;0,81;137,52;173,72;225,58;257,84
2013-14;2;Matematica;11;Emilia-Romagna;196,82;1,75;38,17;0,77;137,52;173,72;225,58;257,84
2013-14;2;Matematica;12;Centro;200,50;1,38;39,02;0,61;137,52;173,72;225,58;268,19
2013-14;2;Matematica;13;Toscana;200,39;2,24;38,97;0,99;137,52;173,72;225,58;268,19
2013-14;2;Matematica;14;Umbria;202,73;2,59;38,89;1,13;137,52;180,19;225,58;268,19
2013-14;2;Matematica;15;Marche;204,41;1,78;36,26;0,75;145,57;180,19;225,58;268,19
2013-14;2;Matematica;16;Lazio;199,24;2,32;39,66;1,04;137,52;173,72;225,58;268,19
2013-14;2;Matematica;17;Sud;201,74;2,08;43,23;0,96;137,52;173,72;232,79;280,41
2013-14;2;Matematica;18;Abruzzo;205,57;4,07;40,57;1,81;137,52;180,19;232,79;280,41
